iteration,resnorm
1247,3.44988426e-03
1248,3.44360265e-03
1249,3.44219938e-03
1250,3.44132568e-03
1251,3.43962113e-03
1252,3.41488112e-03
1253,3.37236684e-03
1254,3.30377502e-03
1255,3.21539333e-03
1256,3.17172977e-03
1257,3.15617764e-03
1258,3.15252419e-03
1259,3.15149831e-03
1260,3.15074966e-03
1261,3.14896129e-03
1262,3.14473295e-03
1263,3.13671066e-03
1264,3.11192300e-03
1265,3.06978771e-03
1266,3.03093732e-03
1267,3.01034319e-03
1268,2.99718285e-03
1269,2.99046666e-03
1270,2.98774472e-03
1271,2.98537429e-03
1272,2.98280642e-03
1273,2.97381454e-03
1274,2.95887045e-03
1275,2.94290109e-03
1276,2.93556188e-03
1277,2.93099347e-03
1278,2.92656524e-03
1279,2.92355002e-03
1280,2.92228678e-03
1281,2.92151828e-03
1282,2.92097599e-03
1283,2.92015894e-03
1284,2.91963848e-03
1285,2.91878337e-03
1286,2.91778000e-03
1287,2.91767334e-03
1288,2.91721948e-03
1289,2.91703512e-03
1290,2.91690679e-03
1291,2.91669204e-03
1292,2.91668044e-03
1293,2.91608197e-03
1294,2.91234699e-03
1295,2.90548030e-03
1296,2.90116993e-03
1297,2.89908353e-03
1298,2.89661745e-03
1299,2.89519872e-03
1300,2.89467026e-03
1301,2.89304723e-03
1302,2.88845607e-03
1303,2.87370127e-03
1304,2.84035370e-03
1305,2.80887404e-03
1306,2.78477996e-03
1307,2.77370385e-03
1308,2.76755476e-03
1309,2.76468130e-03
1310,2.76369627e-03
1311,2.75587342e-03
1312,2.73057573e-03
1313,2.67231699e-03
1314,2.57763946e-03
1315,2.52713267e-03
1316,2.51034745e-03
1317,2.50675654e-03
1318,2.50565187e-03
1319,2.50167285e-03
1320,2.49543468e-03
1321,2.48459679e-03
1322,2.44130076e-03
1323,2.35511685e-03
1324,2.28295861e-03
1325,2.25119680e-03
1326,2.24025353e-03
1327,2.23892343e-03
1328,2.23879618e-03
1329,2.23767257e-03
1330,2.23377433e-03
1331,2.21961036e-03
1332,2.19122906e-03
1333,2.16047752e-03
1334,2.13812311e-03
1335,2.13350342e-03
1336,2.13273170e-03
1337,2.13260221e-03
1338,2.13197871e-03
1339,2.13121187e-03
1340,2.12900467e-03
1341,2.11977931e-03
1342,2.11029196e-03
1343,2.10813927e-03
1344,2.10727436e-03
1345,2.10683186e-03
1346,2.10525870e-03
1347,2.10482012e-03
1348,2.10449501e-03
1349,2.10433350e-03
1350,2.10387540e-03
1351,2.10334729e-03
1352,2.10313642e-03
1353,2.10289008e-03
1354,2.10250649e-03
1355,2.10232020e-03
1356,2.10190161e-03
1357,2.10175142e-03
1358,2.09951860e-03
1359,2.08813370e-03
1360,2.06839648e-03
1361,2.04860340e-03
1362,2.04300494e-03
1363,2.04093463e-03
1364,2.04065233e-03
1365,2.04030882e-03
1366,2.03743289e-03
1367,2.02723551e-03
1368,1.98847043e-03
1369,1.93530004e-03
1370,1.89917454e-03
1371,1.88477896e-03
1372,1.88190023e-03
1373,1.88183005e-03
1374,1.88146253e-03
1375,1.88021762e-03
1376,1.86886481e-03
1377,1.83859727e-03
1378,1.77587482e-03
1379,1.73781948e-03
1380,1.72143774e-03
1381,1.72052220e-03
1382,1.72003783e-03
1383,1.71987252e-03
1384,1.71883507e-03
1385,1.71363527e-03
1386,1.70364691e-03
1387,1.68306281e-03
1388,1.66585881e-03
1389,1.66055260e-03
1390,1.65860672e-03
1391,1.65827305e-03
1392,1.65819856e-03
1393,1.65814634e-03
1394,1.65705868e-03
1395,1.65684043e-03
1396,1.65538209e-03
1397,1.65512478e-03
1398,1.65391369e-03
1399,1.65307881e-03
1400,1.65182979e-03
1401,1.65105704e-03
1402,1.65016576e-03
1403,1.64976571e-03
1404,1.64874302e-03
1405,1.64634013e-03
1406,1.64525211e-03
1407,1.64431355e-03
1408,1.64420720e-03
1409,1.64385217e-03
1410,1.64183445e-03
1411,1.63750340e-03
1412,1.62820218e-03
1413,1.60643548e-03
1414,1.58492245e-03
1415,1.57756928e-03
1416,1.57482759e-03
1417,1.57431084e-03
1418,1.57424194e-03
1419,1.57270931e-03
1420,1.56432510e-03
1421,1.52744857e-03
1422,1.48307691e-03
1423,1.45724621e-03
1424,1.45220764e-03
1425,1.45172325e-03
1426,1.45148329e-03
1427,1.45074891e-03
1428,1.44805469e-03
1429,1.44005493e-03
1430,1.41154833e-03
1431,1.37412928e-03
1432,1.35672672e-03
1433,1.35145355e-03
1434,1.35010469e-03
1435,1.34884790e-03
1436,1.34742927e-03
1437,1.34207375e-03
1438,1.33261661e-03
1439,1.31754225e-03
1440,1.29993418e-03
1441,1.29347078e-03
1442,1.29172085e-03
1443,1.29147341e-03
1444,1.29107260e-03
1445,1.28997724e-03
1446,1.28979019e-03
1447,1.28939259e-03
1448,1.28651918e-03
1449,1.28107737e-03
1450,1.27910258e-03
1451,1.27816379e-03
1452,1.27719719e-03
1453,1.27673503e-03
1454,1.27632517e-03
1455,1.27522647e-03
1456,1.27514518e-03
1457,1.27464696e-03
1458,1.27370959e-03
1459,1.27257925e-03
1460,1.27223251e-03
1461,1.27210822e-03
1462,1.27200584e-03
1463,1.27069218e-03
1464,1.26259828e-03
1465,1.25515503e-03
1466,1.25149025e-03
1467,1.25070792e-03
1468,1.25065478e-03
1469,1.25035944e-03
1470,1.24921153e-03
1471,1.24537447e-03
1472,1.23197285e-03
1473,1.20163085e-03
1474,1.18639884e-03
1475,1.18419947e-03
1476,1.18349525e-03
1477,1.18340362e-03
1478,1.18259517e-03
1479,1.17477364e-03
1480,1.14106301e-03
1481,1.10015591e-03
1482,1.07972653e-03
1483,1.07523022e-03
1484,1.07443203e-03
1485,1.07442352e-03
1486,1.07326179e-03
1487,1.06656294e-03
1488,1.04052212e-03
1489,1.01010988e-03
1490,1.00105585e-03
1491,9.98807058e-04
1492,9.98612349e-04
1493,9.98499706e-04
1494,9.97021286e-04
1495,9.93115008e-04
1496,9.85676327e-04
1497,9.78250176e-04
1498,9.75158315e-04
1499,9.74411647e-04
1500,9.74146607e-04
