amplitude,dof,mindisp_pct,maxdisp_pct,meandisp_pct,min_triangle_area,valid_mesh,assembly_time_s,solve_time_plain_s,iters_plain,converged_plain,solve_time_frozen_aligned_s,iters_frozen_aligned,converged_frozen_aligned,solve_time_fresh_s,iters_fresh,converged_fresh,trueres_plain,trueres_frozen_aligned,trueres_fresh
0.03,4827,-0.9112,1.0282,-0.0007,2.110873e-03,true,0.3709,2.2430,272,true,3.7196,11,true,0.8546,10,true,8.970782e-09,5.332022e-07,5.281292e-07
0.05,4827,-1.5187,1.7137,-0.0012,2.097954e-03,true,442.4392,2.3628,272,true,4.2243,11,true,0.6961,10,true,9.497445e-09,5.339799e-07,5.251571e-07
0.1,4827,-3.0374,3.4275,-0.0024,2.066424e-03,true,420.4361,2.5019,273,true,4.3356,11,true,0.8183,11,true,9.411011e-09,5.369289e-07,3.981559e-08
0.15,4827,-4.5560,5.1412,-0.0036,2.035990e-03,true,419.5743,2.9222,274,true,3.5621,12,true,0.7897,11,true,9.413977e-09,5.405919e-07,4.647653e-08
0.2,4827,-6.0747,6.8549,-0.0048,2.006650e-03,true,444.0664,2.0592,275,true,3.7226,13,true,0.7980,12,true,9.328229e-09,2.220228e-07,5.233303e-08
0.25,4827,-7.5934,8.5687,-0.0061,1.978402e-03,true,422.0638,2.1842,277,true,3.6741,13,true,0.8166,12,true,9.997469e-09,3.420278e-08,5.219978e-08
0.3,4827,-9.1121,10.2824,-0.0073,1.951242e-03,true,443.3749,2.0603,281,true,3.6482,13,true,0.8097,12,true,9.892938e-09,3.564660e-08,5.887419e-08
0.4,4827,-12.1494,13.7099,-0.0097,1.880452e-03,true,453.7484,2.5880,287,true,4.1024,14,true,3.8653,13,true,9.110154e-09,3.663512e-08,6.816744e-08
0.5,4827,-15.1868,17.1373,-0.0121,1.786767e-03,true,448.0130,2.0003,290,true,4.0999,15,true,1.0315,13,true,9.557117e-09,2.814031e-08,7.443931e-08
