iteration,resnorm
1,1.91187428e-01
2,9.15150468e-03
3,1.27113249e-03
4,2.36354720e-04
5,2.76237947e-05
6,1.86208880e-06
7,2.31434005e-07
8,4.71067373e-08
9,5.53553391e-09
