iteration,resnorm
1245,5.09450718e-03
1246,5.07681865e-03
1247,5.07472016e-03
1248,5.07375278e-03
1249,5.07357139e-03
1250,5.07236781e-03
1251,5.07221082e-03
1252,5.07185954e-03
1253,5.07113073e-03
1254,5.07032116e-03
1255,5.06845326e-03
1256,5.06777309e-03
1257,5.06541259e-03
1258,5.06390663e-03
1259,5.06105501e-03
1260,5.05326559e-03
1261,5.03112974e-03
1262,4.99446330e-03
1263,4.97205189e-03
1264,4.95900586e-03
1265,4.95858575e-03
1266,4.95777754e-03
1267,4.95725943e-03
1268,4.95084980e-03
1269,4.92746531e-03
1270,4.87540103e-03
1271,4.80938522e-03
1272,4.75596357e-03
1273,4.73745648e-03
1274,4.73405182e-03
1275,4.73176492e-03
1276,4.72678841e-03
1277,4.68693828e-03
1278,4.60648862e-03
1279,4.52418725e-03
1280,4.46781910e-03
1281,4.43416948e-03
1282,4.42926006e-03
1283,4.42867935e-03
1284,4.42464613e-03
1285,4.40292451e-03
1286,4.36348361e-03
1287,4.32172558e-03
1288,4.29120689e-03
1289,4.28353127e-03
1290,4.28177996e-03
1291,4.28096218e-03
1292,4.28028755e-03
1293,4.27723483e-03
1294,4.27445609e-03
1295,4.26472060e-03
1296,4.25665010e-03
1297,4.24984844e-03
1298,4.24859645e-03
1299,4.24403122e-03
1300,4.23991716e-03
1301,4.23509221e-03
1302,4.23241089e-03
1303,4.22041461e-03
1304,4.20165135e-03
1305,4.19928117e-03
1306,4.19888165e-03
1307,4.19870263e-03
1308,4.19700860e-03
1309,4.19404175e-03
1310,4.17964765e-03
1311,4.12483691e-03
1312,4.05177178e-03
1313,4.00815582e-03
1314,3.99459968e-03
1315,3.99001163e-03
1316,3.98943835e-03
1317,3.98472062e-03
1318,3.94455877e-03
1319,3.87074891e-03
1320,3.78361976e-03
1321,3.72547736e-03
1322,3.69935304e-03
1323,3.68406153e-03
1324,3.68051406e-03
1325,3.67793450e-03
1326,3.66296999e-03
1327,3.62815861e-03
1328,3.58337012e-03
1329,3.54673772e-03
1330,3.52453873e-03
1331,3.51524350e-03
1332,3.51045560e-03
1333,3.50501518e-03
1334,3.50370841e-03
1335,3.50217101e-03
1336,3.49985529e-03
1337,3.49916755e-03
1338,3.49889889e-03
1339,3.49877889e-03
1340,3.49864152e-03
1341,3.49428025e-03
1342,3.47888836e-03
1343,3.45746953e-03
1344,3.43623749e-03
1345,3.42138456e-03
1346,3.41810380e-03
1347,3.41797950e-03
1348,3.41679171e-03
1349,3.40432304e-03
1350,3.38169413e-03
1351,3.32634719e-03
1352,3.24462949e-03
1353,3.19249354e-03
1354,3.17924396e-03
1355,3.17468404e-03
1356,3.17394661e-03
1357,3.17046452e-03
1358,3.14521729e-03
1359,3.07739956e-03
1360,3.01408991e-03
1361,2.98924711e-03
1362,2.98160322e-03
1363,2.97757053e-03
1364,2.97631827e-03
1365,2.97545308e-03
1366,2.96538009e-03
1367,2.94616816e-03
1368,2.92781001e-03
1369,2.91847764e-03
1370,2.91401547e-03
1371,2.91020763e-03
1372,2.90830364e-03
1373,2.90698726e-03
1374,2.90414648e-03
1375,2.90125064e-03
1376,2.90038450e-03
1377,2.90006273e-03
1378,2.89657709e-03
1379,2.88852468e-03
1380,2.88100913e-03
1381,2.86328237e-03
1382,2.83721959e-03
1383,2.81792971e-03
1384,2.81123465e-03
1385,2.80849893e-03
1386,2.80772526e-03
1387,2.79837221e-03
1388,2.76893292e-03
1389,2.70326349e-03
1390,2.65069064e-03
1391,2.62098274e-03
1392,2.61408533e-03
1393,2.61346050e-03
1394,2.61201474e-03
1395,2.59821608e-03
1396,2.56448525e-03
1397,2.51006753e-03
1398,2.47700399e-03
1399,2.46618489e-03
1400,2.46183827e-03
1401,2.46058801e-03
1402,2.46038373e-03
1403,2.45342442e-03
1404,2.43438542e-03
1405,2.41673904e-03
1406,2.40624257e-03
1407,2.40350626e-03
1408,2.40315175e-03
1409,2.40284412e-03
1410,2.40247168e-03
1411,2.40245489e-03
1412,2.40224280e-03
1413,2.40162725e-03
1414,2.40015607e-03
1415,2.39932911e-03
1416,2.39592729e-03
1417,2.38857393e-03
1418,2.37694235e-03
1419,2.35628965e-03
1420,2.34849616e-03
1421,2.34656354e-03
1422,2.34616124e-03
1423,2.34604868e-03
1424,2.34252006e-03
1425,2.32340737e-03
1426,2.25939906e-03
1427,2.21175078e-03
1428,2.19647105e-03
1429,2.19169837e-03
1430,2.18940341e-03
1431,2.18767691e-03
1432,2.17741297e-03
1433,2.14632086e-03
1434,2.11372772e-03
1435,2.09107416e-03
1436,2.08442372e-03
1437,2.08278862e-03
1438,2.08208137e-03
1439,2.07832776e-03
1440,2.07323192e-03
1441,2.06593398e-03
1442,2.06257696e-03
1443,2.05917302e-03
1444,2.05501370e-03
1445,2.05295493e-03
1446,2.05288046e-03
1447,2.05186450e-03
1448,2.04864162e-03
1449,2.04581391e-03
1450,2.04401188e-03
1451,2.04328681e-03
1452,2.04218288e-03
1453,2.03589173e-03
1454,2.01962429e-03
1455,1.99861227e-03
1456,1.98559227e-03
1457,1.97987975e-03
1458,1.97907367e-03
1459,1.97702575e-03
1460,1.96085111e-03
1461,1.92705371e-03
1462,1.89390988e-03
1463,1.87894566e-03
1464,1.87223361e-03
1465,1.87166367e-03
1466,1.87155147e-03
1467,1.86698799e-03
1468,1.84330492e-03
1469,1.80923167e-03
1470,1.79250460e-03
1471,1.78555799e-03
1472,1.78461663e-03
1473,1.78407193e-03
1474,1.77612838e-03
1475,1.76397163e-03
1476,1.75937981e-03
1477,1.75829357e-03
1478,1.75698199e-03
1479,1.75595493e-03
1480,1.75581354e-03
1481,1.75541330e-03
1482,1.75388210e-03
1483,1.75294246e-03
1484,1.75240010e-03
1485,1.75217374e-03
1486,1.75145630e-03
1487,1.74815128e-03
1488,1.73106705e-03
1489,1.70677759e-03
1490,1.69551679e-03
1491,1.69339958e-03
1492,1.69338273e-03
1493,1.68868869e-03
1494,1.67721413e-03
1495,1.64160267e-03
1496,1.59281021e-03
1497,1.56830108e-03
1498,1.56472999e-03
1499,1.56432512e-03
1500,1.56234046e-03
