iteration,resnorm
934,2.07305933e-02
935,2.06263781e-02
936,2.05697736e-02
937,2.05562783e-02
938,2.05463113e-02
939,2.04741162e-02
940,2.02786424e-02
941,1.99384949e-02
942,1.94934976e-02
943,1.90172998e-02
944,1.85624948e-02
945,1.83781126e-02
946,1.83346612e-02
947,1.83240047e-02
948,1.83139568e-02
949,1.82588209e-02
950,1.81053359e-02
951,1.79531414e-02
952,1.78246380e-02
953,1.76986996e-02
954,1.76065751e-02
955,1.75844083e-02
956,1.75805813e-02
957,1.75777097e-02
958,1.75742666e-02
959,1.75717401e-02
960,1.75664214e-02
961,1.75641970e-02
962,1.75557648e-02
963,1.75480880e-02
964,1.75431644e-02
965,1.75249194e-02
966,1.74827533e-02
967,1.74535158e-02
968,1.74009937e-02
969,1.72827937e-02
970,1.70999721e-02
971,1.69647555e-02
972,1.68505978e-02
973,1.67710148e-02
974,1.67481979e-02
975,1.67429245e-02
976,1.67423737e-02
977,1.67293689e-02
978,1.66814750e-02
979,1.65895885e-02
980,1.64609848e-02
981,1.62491266e-02
982,1.60102589e-02
983,1.58225668e-02
984,1.57177257e-02
985,1.56355295e-02
986,1.55955060e-02
987,1.55900654e-02
988,1.55824181e-02
989,1.55366510e-02
990,1.54387475e-02
991,1.52831059e-02
992,1.50801162e-02
993,1.49229004e-02
994,1.48483609e-02
995,1.48241397e-02
996,1.48141129e-02
997,1.48111178e-02
998,1.48110538e-02
999,1.48028302e-02
1000,1.47871519e-02
1001,1.47683017e-02
1002,1.47514950e-02
1003,1.47190064e-02
1004,1.47045836e-02
1005,1.46969558e-02
1006,1.46948677e-02
1007,1.46899660e-02
1008,1.46826272e-02
1009,1.46705010e-02
1010,1.46335375e-02
1011,1.46005333e-02
1012,1.45562089e-02
1013,1.45290427e-02
1014,1.45182334e-02
1015,1.45139912e-02
1016,1.45108181e-02
1017,1.44994592e-02
1018,1.44343048e-02
1019,1.42811611e-02
1020,1.40549306e-02
1021,1.38944971e-02
1022,1.37899862e-02
1023,1.37390132e-02
1024,1.36891019e-02
1025,1.36520893e-02
1026,1.36475434e-02
1027,1.36378302e-02
1028,1.35968493e-02
1029,1.34272530e-02
1030,1.31990151e-02
1031,1.30140733e-02
1032,1.29073705e-02
1033,1.28610407e-02
1034,1.28311055e-02
1035,1.28169409e-02
1036,1.28044733e-02
1037,1.28009818e-02
1038,1.27814771e-02
1039,1.27499536e-02
1040,1.27246004e-02
1041,1.26910396e-02
1042,1.26323436e-02
1043,1.25841886e-02
1044,1.25507948e-02
1045,1.25272047e-02
1046,1.25116707e-02
1047,1.25095656e-02
1048,1.24909343e-02
1049,1.24644170e-02
1050,1.24590620e-02
1051,1.24525196e-02
1052,1.24499981e-02
1053,1.24485037e-02
1054,1.24456289e-02
1055,1.24194770e-02
1056,1.23629373e-02
1057,1.22327171e-02
1058,1.20880704e-02
1059,1.19566852e-02
1060,1.18972665e-02
1061,1.18777786e-02
1062,1.18758816e-02
1063,1.18680412e-02
1064,1.18561438e-02
1065,1.17863991e-02
1066,1.16813676e-02
1067,1.15305217e-02
1068,1.13895791e-02
1069,1.12930592e-02
1070,1.12449227e-02
1071,1.12304560e-02
1072,1.12294508e-02
1073,1.12232870e-02
1074,1.12066184e-02
1075,1.11548722e-02
1076,1.10644438e-02
1077,1.09596961e-02
1078,1.08654528e-02
1079,1.08153983e-02
1080,1.08022746e-02
1081,1.07915220e-02
1082,1.07794621e-02
1083,1.07679431e-02
1084,1.07632188e-02
1085,1.07624511e-02
1086,1.07531287e-02
1087,1.07433639e-02
1088,1.07383843e-02
1089,1.07349487e-02
1090,1.07268598e-02
1091,1.07211178e-02
1092,1.07202591e-02
1093,1.07130214e-02
1094,1.06871694e-02
1095,1.06283176e-02
1096,1.05503111e-02
1097,1.05036949e-02
1098,1.04782176e-02
1099,1.04713218e-02
1100,1.04704844e-02
1101,1.04649078e-02
1102,1.04311103e-02
1103,1.03617719e-02
1104,1.02211279e-02
1105,1.00454307e-02
1106,9.93431426e-03
1107,9.88212369e-03
1108,9.87321947e-03
1109,9.86309587e-03
1110,9.85938307e-03
1111,9.82642095e-03
1112,9.75344804e-03
1113,9.58721403e-03
1114,9.43259479e-03
1115,9.33950441e-03
1116,9.29365424e-03
1117,9.27267671e-03
1118,9.26392310e-03
1119,9.26364192e-03
1120,9.25587026e-03
1121,9.20419805e-03
1122,9.14695130e-03
1123,9.09762619e-03
1124,9.07803600e-03
1125,9.05595321e-03
1126,9.03947113e-03
1127,9.02973007e-03
1128,9.02717669e-03
1129,9.02649892e-03
1130,9.02576633e-03
1131,9.02386959e-03
1132,9.01984904e-03
1133,9.01125505e-03
1134,9.00941693e-03
1135,9.00920673e-03
1136,9.00076608e-03
1137,8.98502925e-03
1138,8.95183129e-03
1139,8.90176250e-03
1140,8.83806737e-03
1141,8.75780737e-03
1142,8.71521887e-03
1143,8.69169703e-03
1144,8.68442185e-03
1145,8.68405884e-03
1146,8.66819801e-03
1147,8.63681038e-03
1148,8.54775934e-03
1149,8.36391986e-03
1150,8.17858550e-03
1151,8.10316952e-03
1152,8.08236200e-03
1153,8.07031854e-03
1154,8.06851581e-03
1155,8.06721265e-03
1156,8.05430618e-03
1157,7.99476345e-03
1158,7.84341095e-03
1159,7.65550585e-03
1160,7.54092136e-03
1161,7.49921546e-03
1162,7.49005619e-03
1163,7.48541422e-03
1164,7.48119034e-03
1165,7.46917201e-03
1166,7.44935248e-03
1167,7.40428744e-03
1168,7.37560645e-03
1169,7.35285932e-03
1170,7.33312271e-03
1171,7.30897348e-03
1172,7.29306967e-03
1173,7.27171694e-03
1174,7.26323872e-03
