case,ell_name,ell,seed,nfeat,c,scale,dead,ramp,x_tip,d,sup_DV,sup_DV_surface,file
U,d4,0.0630936,5075,512,0.0625,0.34718733696126913,0.0,0.0,0.14721755875200002,0.2523744,18.96386870693261,18.789560317618125,fields/U_d4_5075.csv
U,d4,0.0630936,5076,512,0.0625,0.4766647477422127,0.0,0.0,0.14721755875200002,0.2523744,25.406881402939273,23.673211222992535,fields/U_d4_5076.csv
U,d4,0.0630936,5077,512,0.0625,0.3646548932549395,0.0,0.0,0.14721755875200002,0.2523744,25.81746251020573,22.268632490687047,fields/U_d4_5077.csv
U,d4,0.0630936,5078,512,0.0625,0.3499753210179874,0.0,0.0,0.14721755875200002,0.2523744,25.760530898042315,25.72351330142495,fields/U_d4_5078.csv
U,d4,0.0630936,5079,512,0.0625,0.4667575553690285,0.0,0.0,0.14721755875200002,0.2523744,30.44054359994065,28.138010072536282,fields/U_d4_5079.csv
U,d4,0.0630936,5080,512,0.0625,0.3937950540548502,0.0,0.0,0.14721755875200002,0.2523744,19.156849760699412,17.009460736938507,fields/U_d4_5080.csv
U,d4,0.0630936,5081,512,0.0625,0.3610042215377351,0.0,0.0,0.14721755875200002,0.2523744,26.54743009600047,19.698424766605292,fields/U_d4_5081.csv
U,d4,0.0630936,5082,512,0.0625,0.3795164953478603,0.0,0.0,0.14721755875200002,0.2523744,23.88933746296012,20.083079738042887,fields/U_d4_5082.csv
U,d4,0.0630936,5083,512,0.0625,0.4645660031089617,0.0,0.0,0.14721755875200002,0.2523744,29.050181468008315,26.398737878717668,fields/U_d4_5083.csv
U,d4,0.0630936,5084,512,0.0625,0.42662013461420445,0.0,0.0,0.14721755875200002,0.2523744,25.917154348191662,22.211957379524996,fields/U_d4_5084.csv
U,d4,0.0630936,5085,512,0.0625,0.3890102386727828,0.0,0.0,0.14721755875200002,0.2523744,20.693885417555187,17.061095926644445,fields/U_d4_5085.csv
U,d4,0.0630936,5086,512,0.0625,0.5128518315476779,0.0,0.0,0.14721755875200002,0.2523744,27.500986722455252,26.05008008018114,fields/U_d4_5086.csv
U,d4,0.0630936,5087,512,0.0625,0.4447296827988421,0.0,0.0,0.14721755875200002,0.2523744,30.553718414228758,29.01738407450851,fields/U_d4_5087.csv
U,d4,0.0630936,5088,512,0.0625,0.30805276801779874,0.0,0.0,0.14721755875200002,0.2523744,21.730397110984175,20.631937890017284,fields/U_d4_5088.csv
U,d4,0.0630936,5089,512,0.0625,0.4001450900080134,0.0,0.0,0.14721755875200002,0.2523744,25.125717175128386,25.016082641959215,fields/U_d4_5089.csv
U,d4,0.0630936,5090,512,0.0625,0.27571862538587966,0.0,0.0,0.14721755875200002,0.2523744,17.216246032674174,14.052416248533373,fields/U_d4_5090.csv
U,d4,0.0630936,5091,512,0.0625,0.32673137408168107,0.0,0.0,0.14721755875200002,0.2523744,19.700168403215482,18.385409794410396,fields/U_d4_5091.csv
U,d4,0.0630936,5092,512,0.0625,0.3207318479923996,0.0,0.0,0.14721755875200002,0.2523744,24.23853456878506,24.170104321100546,fields/U_d4_5092.csv
U,d4,0.0630936,5093,512,0.0625,0.40182733634243556,0.0,0.0,0.14721755875200002,0.2523744,28.318113523548224,25.50778066242701,fields/U_d4_5093.csv
U,d4,0.0630936,5094,512,0.0625,0.3469575827939461,0.0,0.0,0.14721755875200002,0.2523744,24.38474260809765,23.134730298696528,fields/U_d4_5094.csv
U,d4,0.0630936,5095,512,0.0625,0.4311057828587622,0.0,0.0,0.14721755875200002,0.2523744,23.892403089159036,23.51776689884572,fields/U_d4_5095.csv
