258,320,287
287,303,258
279,303,287
251,253,252
253,254,252
254,292,252
259,292,254
255,304,256
264,265,255
265,304,255
255,256,254
253,255,254
253,264,255
253,303,264
258,303,251
251,303,253
264,303,279
277,278,265
277,313,278
240,313,277
277,307,240
264,277,265
264,279,277
279,307,277
280,304,265
278,293,265
265,293,280
278,312,293
293,312,22
4,293,22
278,313,312
312,313,240
22,312,23
23,312,240
23,240,24
240,307,285
240,285,24
24,285,25
285,307,286
279,287,286
286,307,279
244,286,283
286,287,283
287,320,283
283,299,244
25,244,26
244,299,26
285,286,244
25,285,244
27,270,28
27,299,270
26,299,27
270,299,282
282,299,283
282,298,270
257,282,274
283,320,274
282,283,274
55,257,54
55,298,257
56,298,55
257,298,282
298,319,270
56,319,298
5,319,56
28,319,5
270,319,28
247,302,291
247,291,50
50,291,7
7,291,241
302,308,291
292,308,302
292,302,252
249,302,247
251,252,249
252,302,249
250,251,249
243,250,249
243,249,247
51,247,50
243,247,51
52,243,51
53,288,52
243,288,250
52,288,243
268,288,53
268,289,288
288,289,250
274,320,289
274,289,268
289,320,258
250,289,258
250,258,251
257,274,268
257,268,54
54,268,53
52,112,53
74,112,52
106,112,74
108,148,53
108,112,106
53,112,108
102,106,98
106,137,98
94,102,98
102,108,106
102,142,108
107,142,102
94,107,102
79,148,142
142,148,108
53,148,54
54,148,79
54,79,55
79,150,55
55,150,56
103,150,143
143,150,79
5,151,29
56,151,5
150,151,56
103,151,150
147,151,103
29,151,147
29,147,30
103,152,147
147,152,88
30,147,88
30,88,31
94,110,107
88,152,110
110,152,107
79,142,107
107,143,79
143,152,103
107,152,143
93,126,110
93,110,94
93,94,78
69,93,78
69,78,71
67,93,69
67,126,93
32,126,67
88,126,31
110,126,88
31,126,32
32,67,33
33,67,64
67,69,64
94,98,78
98,131,78
71,76,72
131,137,87
98,137,131
78,131,71
71,131,76
76,131,87
76,87,81
76,81,77
81,82,77
81,115,86
115,116,86
87,115,81
81,86,82
76,77,72
77,128,72
83,128,77
85,138,130
128,138,85
72,128,85
72,85,70
71,72,70
69,71,70
69,70,64
85,129,70
70,129,64
64,129,34
33,64,34
34,129,35
129,130,35
35,130,2
85,130,129
66,114,51
51,74,52
51,114,74
74,114,113
74,113,106
113,137,106
87,137,113
113,115,87
114,140,113
66,140,114
113,140,115
115,140,116
66,149,140
140,149,116
117,149,66
50,66,51
7,66,50
7,117,66
49,117,7
75,117,49
75,136,117
136,149,117
119,149,136
116,119,86
116,149,119
119,141,101
118,119,101
136,141,119
75,141,136
109,141,75
101,141,109
101,109,100
109,133,100
125,133,109
75,125,109
47,125,48
48,125,75
48,75,49
96,127,90
105,134,104
130,138,105
2,105,8
2,130,105
8,105,104
8,104,9
9,65,10
9,104,65
104,134,65
65,134,127
127,139,65
90,127,89
127,134,89
89,134,95
95,134,105
89,95,83
105,138,95
95,138,128
95,128,83
84,89,83
82,84,83
82,83,77
86,118,82
86,119,118
82,118,84
84,118,91
84,91,90
91,92,90
91,100,92
91,101,100
91,118,101
84,90,89
92,146,97
92,97,96
92,96,90
96,139,127
65,139,111
65,111,10
10,111,11
11,73,12
73,135,123
73,123,12
11,111,73
111,135,73
111,139,135
135,139,96
97,135,96
97,145,135
135,145,123
99,124,122
124,132,80
123,145,124
124,145,132
132,145,97
13,123,99
12,123,13
123,124,99
13,99,14
99,144,14
122,144,99
43,144,122
3,144,43
14,144,3
122,124,80
43,122,44
44,122,80
44,80,45
80,120,45
45,120,46
80,132,120
120,132,121
121,133,68
97,146,121
121,132,97
100,146,92
133,146,100
121,146,133
120,121,68
46,120,68
68,133,125
68,125,47
46,68,47
47,281,242
281,316,242
47,242,46
242,284,46
242,310,284
45,284,246
46,284,45
246,284,269
269,273,272
269,310,273
310,317,273
271,317,310
284,310,269
242,316,310
310,316,271
273,315,275
273,317,315
262,271,261
262,317,271
315,317,262
260,262,261
297,315,262
305,315,297
260,297,262
304,324,263
256,304,263
263,324,323
263,323,297
256,260,259
263,297,260
256,263,260
256,259,254
260,261,259
261,306,259
306,308,292
276,306,261
259,306,292
276,322,306
300,322,276
308,322,241
306,322,308
291,308,241
7,241,49
241,300,49
241,322,300
49,300,48
48,300,281
48,281,47
281,300,271
271,300,276
271,276,261
271,316,281
280,324,304
294,324,280
323,324,294
248,295,294
248,294,280
280,293,248
248,293,4
21,248,4
20,248,21
20,295,248
20,301,295
19,301,20
295,301,296
295,296,294
296,323,294
296,305,297
297,323,296
296,301,239
239,305,296
245,311,18
245,314,311
275,314,272
273,275,272
275,315,305
305,314,275
239,314,305
19,311,301
301,311,239
311,314,239
18,311,19
314,318,272
245,318,314
290,318,245
17,290,245
17,245,18
16,290,17
16,309,290
290,309,267
15,309,16
269,272,267
267,318,290
272,318,267
267,309,266
246,269,267
246,267,266
44,266,43
246,266,44
45,246,44
15,321,309
309,321,266
266,321,43
43,321,3
3,321,15
15,405,3
3,405,42
42,405,360
360,405,384
384,405,15
41,386,40
42,360,41
385,386,360
360,386,41
385,399,386
384,385,360
341,394,385
394,399,385
358,399,394
16,384,15
341,385,384
341,384,16
17,341,16
18,382,17
17,382,341
382,394,341
19,329,18
381,403,329
19,381,329
329,403,383
383,403,361
361,408,383
353,408,361
394,408,358
383,408,394
383,394,382
329,383,382
329,382,18
361,403,370
370,403,381
361,370,362
370,380,362
336,380,370
370,381,336
20,381,19
336,381,20
21,336,20
378,380,336
21,378,336
4,378,21
377,380,378
380,401,362
377,401,380
347,401,377
351,388,357
388,390,326
350,388,351
350,390,388
365,390,356
356,390,350
326,365,37
38,326,37
37,365,36
326,390,365
356,366,365
365,366,36
36,366,6
356,398,366
344,356,350
344,389,356
389,398,356
344,350,345
344,345,343
338,344,343
345,379,343
343,379,347
362,401,379
379,401,347
361,362,352
362,379,352
351,353,352
352,379,345
351,352,345
353,361,352
350,351,345
351,357,353
358,408,353
357,358,353
326,396,388
395,396,334
357,396,395
388,396,357
395,399,358
357,395,358
386,399,395
386,395,334
40,386,334
40,334,39
334,396,372
334,372,39
39,372,38
372,396,326
38,372,326
157,207,205
38,157,39
38,206,157
206,207,157
157,204,39
157,205,204
205,207,190
190,237,205
183,237,190
205,237,222
222,237,187
205,222,204
